player,team,minutes,raw_total,per90
Ángel Javier Arizmendi de Lucas,RC Deportivo La Coruña,371.9,-9.0,-2.18
Jaime Gavilán Martínez,Getafe,247.9,-6.0,-2.18
Brayan Roberto Reyna Casaverde,Peru,82.5,-2.0,-2.18
David Junior Hoilett,Canada,164.8,-4.0,-2.18
Grischa Prömel,Hoffenheim,123.6,-3.0,-2.18
Mario Bermejo Castanedo,Xerez,288.3,-7.0,-2.19
Mama Samba Baldé,Troyes,247.1,-6.0,-2.19
Anthony Le Tallec,Liverpool,41.2,-1.0,-2.19
Stefan Aigner,Eintracht Frankfurt,164.6,-4.0,-2.19
Andrés Tomás Prieto Albert,Málaga,82.3,-2.0,-2.19
Sayfallah Ltaief,Tunisia,41.1,-1.0,-2.19
Rubén Sobrino Pozuelo,Deportivo Alavés,410.6,-10.0,-2.19
Pedro Manuel Munitis Álvarez,Racing Santander,656.2,-16.0,-2.19
Álvaro Luiz Maior de Aquino,Real Zaragoza,410.1,-10.0,-2.19
Pablo Domingo Cáceres Rodríguez,Mallorca,82.0,-2.0,-2.20
Linton Maina,FC Köln,82.0,-2.0,-2.20
Babacar Gueye,Troyes,573.6,-14.0,-2.20
Uche Henry Agbo,Granada,327.8,-8.0,-2.20
Matías David Espinoza Acosta,Paraguay,163.9,-4.0,-2.20
Benedikt Gimber,FC Heidenheim,81.9,-2.0,-2.20
Gustavo Adolfo Munúa Vera,RC Deportivo La Coruña,572.7,-14.0,-2.20
Kellyn Kai Perry-Acosta,United States,81.8,-2.0,-2.20
Jon Moncayola Tollar,Osasuna,245.2,-6.0,-2.20
Johnny Heitinga,Atlético Madrid,163.5,-4.0,-2.20
Martin Hongla Yma II,Cameroon,122.5,-3.0,-2.20
Yusuf Yazıcı,Turkey,245.1,-6.0,-2.20
Óscar Alfredo Ustari,Getafe,81.5,-2.0,-2.21
Miguel Alfonso Herrero Javaloyas,Valencia,407.1,-10.0,-2.21
Kenan Kodro,Osasuna,122.0,-3.0,-2.21
Dwight Yorke,Manchester United,162.6,-4.0,-2.21
Iddrisu Baba Mohammed,Mallorca,283.9,-7.0,-2.22
Sivasakthi Narayanan,Bengaluru,40.6,-1.0,-2.22
Allan Saint-Maximin,Hannover 96,40.5,-1.0,-2.22
Joaquín Oscar Larrivey,Rayo Vallecano,242.7,-6.0,-2.23
Aleksandr Polukarov,Soviet Union U20,80.9,-2.0,-2.23
Sergiy Ovchinnikov,Soviet Union U20,80.9,-2.0,-2.23
Viktor Chanov,Soviet Union U20,80.9,-2.0,-2.23
Sergey Stukashov,Soviet Union U20,80.9,-2.0,-2.23
Oleg Taran,Soviet Union U20,80.9,-2.0,-2.23
Igor Gurinovich,Soviet Union U20,80.9,-2.0,-2.23
Igor Ponomarev,Soviet Union U20,80.9,-2.0,-2.23
Anatoliy Radenko,Soviet Union U20,80.9,-2.0,-2.23
Ashot Khachatryan,Soviet Union U20,80.9,-2.0,-2.23
Hansi Flick,Bayern Munich,80.8,-2.0,-2.23
Norbert Nachtweih,Bayern Munich,80.8,-2.0,-2.23
Hans Dorfner,Bayern Munich,80.8,-2.0,-2.23
Roland Wohlfarth,Bayern Munich,80.8,-2.0,-2.23
Klaus Augenthaler,Bayern Munich,80.8,-2.0,-2.23
Erland Johnsen,Bayern Munich,80.8,-2.0,-2.23
Ludwig Kögl,Bayern Munich,80.8,-2.0,-2.23
Olaf Thon,Bayern Munich,80.8,-2.0,-2.23
Raimond Aumann,Bayern Munich,80.8,-2.0,-2.23
Stefan Reuter,Bayern Munich,80.8,-2.0,-2.23
Sacha Boey,Bayern Munich,80.7,-2.0,-2.23
Ilie Sánchez Farrés,LAFC,80.7,-2.0,-2.23
Jordi Codina Rodríguez,Getafe,363.1,-9.0,-2.23
Wilson Odobert,Troyes,80.6,-2.0,-2.23
El Bilal Toure,Stade de Reims,80.5,-2.0,-2.24
Bruno Alexandre Vilela Gama,RC Deportivo La Coruña,281.7,-7.0,-2.24
Youssouf Chafiq Mulumbu Ngangu,Norwich City,361.3,-9.0,-2.24
Iván Sánchez Rico Soto,Getafe,401.2,-10.0,-2.24
Raúl Goni Bayo,Real Zaragoza,80.2,-2.0,-2.24
Mehmet Zeki Çelik,Turkey,560.7,-14.0,-2.25
Roberto Boninsegna,Italy,159.9,-4.0,-2.25
Adrián López Rodríguez,RC Deportivo La Coruña,159.8,-4.0,-2.25
Adrian Mariappa,Crystal Palace,239.4,-6.0,-2.26
Joan Jordán Moreno,Espanyol,1195.5,-30.0,-2.26
Ludovic Ajorque,Strasbourg,79.7,-2.0,-2.26
Ante Budimir,Mallorca,477.0,-12.0,-2.26
Muhammed Badamosi,Gambia,39.7,-1.0,-2.27
Roger Claver Assalé Djapone,Leganés,39.7,-1.0,-2.27
Josip Drmic,Borussia Mönchengladbach,238.2,-6.0,-2.27
Pasquale Bruno,Juventus W,119.1,-3.0,-2.27
Roberto Tricella,Juventus W,119.1,-3.0,-2.27
Rui Gil Soares de Barros,Juventus W,119.1,-3.0,-2.27
Roberto Galia,Juventus W,119.1,-3.0,-2.27
Giancarlo Marocchi,Juventus W,119.1,-3.0,-2.27
Luigi De Agostini,Juventus W,119.1,-3.0,-2.27
Alessandro Altobelli,Juventus W,119.1,-3.0,-2.27
Emiliano Adrián Insúa Zapata,Atlético Madrid,436.6,-11.0,-2.27
Jesper Grønkjær,Chelsea,39.6,-1.0,-2.27
Mikkel Desler,Toulouse,118.9,-3.0,-2.27
Eloy Campos,Peru,79.2,-2.0,-2.27
Héctor Eduardo Chumpitáz González,Peru,79.2,-2.0,-2.27
Luis Rubiños Cerna,Peru,79.2,-2.0,-2.27
Alberto Gallardo,Peru,79.2,-2.0,-2.27
Teófilo Juan Cubillas Arizaga,Peru,79.2,-2.0,-2.27
Ramón Antonio Mifflin Páez,Peru,79.2,-2.0,-2.27
Domingo Nicolás Fuentes Zegarra,Peru,79.2,-2.0,-2.27
José Antonio Fernández Santini,Peru,79.2,-2.0,-2.27
Roberto Chale Olarte,Peru,79.2,-2.0,-2.27
Mohanad Aseri Abu Radiah,Saudi Arabia,39.6,-1.0,-2.27
Francesc Aday Benítez Caraballo,Girona,197.5,-5.0,-2.28
Iván López Álvarez,Getafe,118.5,-3.0,-2.28
Francisco José Sánchez Rodríguez,Sevilla,276.5,-7.0,-2.28
Rodrigo Andrés Battaglia,Deportivo Alavés,157.8,-4.0,-2.28
Jemerson de Jesus Nascimento,AS Monaco,276.0,-7.0,-2.28
Miguel Ángel De las Cuevas Barberá,Atlético Madrid,551.5,-14.0,-2.28
Romano Schmid,Werder Bremen,314.6,-8.0,-2.29
Santiago Cáseres,Villarreal,117.8,-3.0,-2.29
Andreas Ivanschitz,Levante UD,117.6,-3.0,-2.30
Hugo Guillamón Sanmartín,Valencia,78.4,-2.0,-2.30
Mark Bosnich,Manchester United,78.3,-2.0,-2.30
Yvan Neyou Noupa,Cameroon,78.3,-2.0,-2.30
Björn Bergmann Sigurðarson,Iceland,39.2,-1.0,-2.30
Cengiz Umut Meraş,Turkey,156.6,-4.0,-2.30
Sam Morsy,Egypt,39.1,-1.0,-2.30
Anthony Rouault,Toulouse,195.6,-5.0,-2.30
Franco Zuculini,Real Zaragoza,156.2,-4.0,-2.30
José Luis Rodríguez Francis,Panama,311.2,-8.0,-2.31
Simon Zoller,FC Köln,77.8,-2.0,-2.31
Diego Castro Giménez,Sporting Gijón,621.9,-16.0,-2.32
Andoni Gorosabel Espinosa,Real Sociedad,233.0,-6.0,-2.32
Daniel Alejandro Torres Rojas,Deportivo Alavés,233.0,-6.0,-2.32
Juan Domínguez Lamas,RC Deportivo La Coruña,426.9,-11.0,-2.32
Eljif Elmas,North Macedonia,271.4,-7.0,-2.32
Salvador Ruiz Rodríguez,Granada,77.5,-2.0,-2.32
Jonas Gonçalves Oliveira,Valencia,232.5,-6.0,-2.32
Enes Ünal,Villarreal,270.9,-7.0,-2.33
Sidi Yaya Keita,Xerez,154.8,-4.0,-2.33
César Cruchaga Lasa,Osasuna,270.8,-7.0,-2.33
Ben Brereton Díaz,Chile,38.7,-1.0,-2.33
Jose María Movilla Cubero,Real Zaragoza,309.4,-8.0,-2.33
Albert Crusat Domene,Almería,425.4,-11.0,-2.33
Luis Javier García Sanz,Liverpool,193.4,-5.0,-2.33
Caglar Söyüncü,Turkey,270.5,-7.0,-2.33
Uğurcan Çakır,Turkey,270.5,-7.0,-2.33
Guilherme Oliveira Santos,Almería,231.7,-6.0,-2.33
Rúben Micael Freitas da Ressurreição,Real Zaragoza,115.9,-3.0,-2.33
Johnny Ekström,Bayern Munich,77.2,-2.0,-2.33
Luciano Gabriel Figueroa Herrera,Villarreal,77.2,-2.0,-2.33
Éverton Augusto de Barros Ribeiro,Brazil,38.5,-1.0,-2.34
Željko Brkić,Carpi,307.8,-8.0,-2.34
Esteban Andrés Suárez,Celta Vigo,268.9,-7.0,-2.34
Denis Irwin,Manchester United,153.6,-4.0,-2.34
Ado Onaiwu,Toulouse,76.8,-2.0,-2.35
Leonardo Daniel Ponzio,Real Zaragoza,460.4,-12.0,-2.35
František Veselý,Czechoslovakia,76.5,-2.0,-2.35
Valmiro Lópes Rocha,Osasuna,534.4,-14.0,-2.36
Jonás Manuel Gutiérrez,Mallorca,534.2,-14.0,-2.36
Fernando Pacheco Flores,Deportivo Alavés,763.0,-20.0,-2.36
Sergio Matabuena Delgado,Sporting Gijón,152.4,-4.0,-2.36
Mauro Bellugi,Inter Milan,76.2,-2.0,-2.36
Ivano Bordon,Inter Milan,76.2,-2.0,-2.36
Gianfranco Bedin,Inter Milan,76.2,-2.0,-2.36
Mario Frustalupi,Inter Milan,76.2,-2.0,-2.36
Gabriele Oriali,Inter Milan,76.2,-2.0,-2.36
Juan Muñiz Gallego,Sporting Gijón,38.1,-1.0,-2.37
Jaime Jiménez Merlo,Eibar,76.1,-2.0,-2.37
Borja Fernández Fernández,Real Valladolid,494.4,-13.0,-2.37
Ádám Pintér,Real Zaragoza,227.8,-6.0,-2.37
Leandro Daniel Somoza,Real Betis,75.7,-2.0,-2.38
Luís Eduardo Schmidt,Real Betis,264.9,-7.0,-2.38
Kenny Miller,Wolverhampton Wanderers,151.3,-4.0,-2.38
Vasile Mogoș,Romania,37.8,-1.0,-2.38
Alex Adrián Arce Barrios,Paraguay,151.2,-4.0,-2.38
Arnaud Nordin,Saint-Étienne,75.6,-2.0,-2.38
Rasmus Schüller,Finland,113.3,-3.0,-2.38
Idrissa Doumbia,Huesca,75.5,-2.0,-2.38
Luis Fernández Gutiérrez,Real Betis,264.2,-7.0,-2.39
Nuno Albertino Varela Tavares,Marseille,150.8,-4.0,-2.39
Sergio Martínez Ballesteros,Mallorca,414.8,-11.0,-2.39
Valentin Mihai Mihăilă,Romania,113.1,-3.0,-2.39
Ioan Viorel Ganea,Wolverhampton Wanderers,75.3,-2.0,-2.39
Paul Jones,Wolverhampton Wanderers,75.3,-2.0,-2.39
Carl Cort,Wolverhampton Wanderers,75.3,-2.0,-2.39
Josuha Guilavogui,Wolfsburg,225.3,-6.0,-2.40
Carlos Marchena López,Valencia,638.2,-17.0,-2.40
Tarryn Allarakhia,Tanzania,37.5,-1.0,-2.40
Viktor Tsygankov,Ukraine,187.5,-5.0,-2.40
Marcelo Antônio Guedes Filho,Hannover 96,262.4,-7.0,-2.40
Ilan Kebbal,Stade de Reims,75.0,-2.0,-2.40
Michael Amir Murillo Bermudez,Panama,486.7,-13.0,-2.40
Rúben Afonso Borges Semedo,Villarreal,74.9,-2.0,-2.40
João Neves,Portugal,74.8,-2.0,-2.41
Max Finkgräfe,FC Köln,112.1,-3.0,-2.41
Ibou Touray,Gambia,74.7,-2.0,-2.41
Hotaru Yamaguchi,Hannover 96,186.7,-5.0,-2.41
Antonio Jesús Vázquez Muñoz,Recreativo Huelva,336.0,-9.0,-2.41
Florent Sinama-Pongolle,Recreativo Huelva,410.0,-11.0,-2.41
Nuno Miguel da Costa Jóia,Auxerre,111.8,-3.0,-2.42
Gauthier Hein,Auxerre,111.7,-3.0,-2.42
David López Moreno,Osasuna,408.7,-11.0,-2.42
Michael Hector,Jamaica,148.6,-4.0,-2.42
Kevin Nahin Álvarez Campos,Mexico,74.3,-2.0,-2.42
Alain Nef,Recreativo Huelva,74.3,-2.0,-2.42
Andrés Lamas Bervejillo,Recreativo Huelva,74.3,-2.0,-2.42
Sebastián Ricardo Nayar,Recreativo Huelva,74.3,-2.0,-2.42
Trevor Steven,England,74.2,-2.0,-2.43
Daniele Verde,Frosinone,185.3,-5.0,-2.43
Mariano Andrés Pernía,Getafe,296.2,-8.0,-2.43
Luis Miguel Nlavo Asue,Equatorial Guinea,36.9,-1.0,-2.44
Ángel Manuel Vivar Dorado,Getafe,257.9,-7.0,-2.44
Víctor Laguardia Cisneros,Deportivo Alavés,589.3,-16.0,-2.44
Jose Antonio Culebras Arenas,Levante UD,220.9,-6.0,-2.44
Assim Omer Al Haj Madibo,Qatar,146.9,-4.0,-2.45
Marlos Romero Bonfim,Ukraine,73.5,-2.0,-2.45
Jorge López Montaña,Valencia,293.7,-8.0,-2.45
William Lalnunfela,NorthEast United,36.7,-1.0,-2.45
Julián Omar Ramos Suárez,Tenerife,219.8,-6.0,-2.46
Antonio Baltasar Doblas Santana,Real Betis,256.1,-7.0,-2.46
Ivica Olić,Bayern Munich,73.2,-2.0,-2.46
Rodrigo Ely,AC Milan,402.0,-11.0,-2.46
Saîf-Eddine Khaoui,Tunisia,182.7,-5.0,-2.46
Cristian Portugués Manzanera,Girona,584.4,-16.0,-2.46
Almoez Ali Zainalabiddin Abdulla,Qatar,218.5,-6.0,-2.47
Diego Alende López,Celta Vigo,36.4,-1.0,-2.47
Nicholas Gioacchini,Montpellier,36.2,-1.0,-2.48
Stephane Dalmat,Tottenham Hotspur,144.9,-4.0,-2.49
Alain Didier Zokora-Déguy,Sevilla,181.0,-5.0,-2.49
Christian Bolaños Navarro,Costa Rica,72.3,-2.0,-2.49
Mahmoud Abdul Monem Abdelhamid Soliman,Egypt,72.3,-2.0,-2.49
Jordi Figueras Montel,Rayo Vallecano,505.0,-14.0,-2.50
Anaitz Arbilla Zabala,Rayo Vallecano,1514.0,-42.0,-2.50
Hélder Manuel Marques Postiga,Tottenham Hotspur,288.2,-8.0,-2.50
Tomáš Suslov,Slovakia,144.1,-4.0,-2.50
Jordi Xumetra Feliu,Levante UD,612.0,-17.0,-2.50
Andrea Lazzari,Carpi,288.0,-8.0,-2.50
Carlos Bellvís Llorens,CD Numancia de Soria,251.5,-7.0,-2.51
Steve Finnan,Liverpool,215.4,-6.0,-2.51
Iñaki Descarga Retegi,Levante UD,322.8,-9.0,-2.51
Boudewijn Zenden,Middlesbrough,143.5,-4.0,-2.51
Gerard Autet Serrabasa,Sporting Gijón,143.4,-4.0,-2.51
Gaël Givet-Viaros,AS Monaco,71.6,-2.0,-2.51
Pere Milla Peña,Elche,71.6,-2.0,-2.51
Raúl Alonso Jiménez Rodríguez,Mexico,107.3,-3.0,-2.52
Faride Alidou,FC Köln,143.0,-4.0,-2.52
Lionel Sebastián Scaloni,Racing Santander,71.4,-2.0,-2.52
Lucas Ariel Boyé,Celta Vigo,71.4,-2.0,-2.52
David Barral Torres,Sporting Gijón,890.5,-25.0,-2.53
Roberto Suárez Pier,RC Deportivo La Coruña,320.4,-9.0,-2.53
Bastian Oczipka,Eintracht Frankfurt,177.5,-5.0,-2.54
David Ángel Abraham,Eintracht Frankfurt,177.5,-5.0,-2.54
Adam Fernando Bareiro Gamarra,Paraguay,71.0,-2.0,-2.54
Sead Kolašinac,Schalke 04,177.5,-5.0,-2.54
Valon Berisha,Stade de Reims,35.5,-1.0,-2.54
Téji Savanier,Montpellier,177.4,-5.0,-2.54
Christophe Hérelle,Stade Brestois,70.9,-2.0,-2.54
Ivo Grbić,Lille,177.0,-5.0,-2.54
Luis Milla Manzanares,Granada,35.4,-1.0,-2.54
Francisco Puñal Martínez,Osasuna,954.7,-27.0,-2.55
Florea Dumitrache,Romania,70.7,-2.0,-2.55
Borja García Freire,Córdoba CF,176.6,-5.0,-2.55
Antonio Ramiro Pérez,Xerez,35.3,-1.0,-2.55
Guido Hernán Pizarro,Sevilla,105.8,-3.0,-2.55
Lawrence Shankland,Scotland,35.3,-1.0,-2.55
Jesús Manuel Corona Ruíz,Mexico,35.3,-1.0,-2.55
Quincy Anton Promes,Sevilla,140.3,-4.0,-2.57
Yves Hadley Desmarets,RC Deportivo La Coruña,70.2,-2.0,-2.57
Daniel Aranzubia Aguado,Athletic Club,665.9,-19.0,-2.57
Zuriko Davitashvili,Georgia,104.9,-3.0,-2.57
Davide Bertoncini,Frosinone,349.5,-10.0,-2.58
Hassan Khalid Al Heidos,Qatar,209.1,-6.0,-2.58
Igor Gabilondo del Campo,Athletic Club,348.3,-10.0,-2.58
Isidoro Díaz Mejia,Mexico,69.7,-2.0,-2.58
Alfredo Estrella Del'Aguila,Mexico,69.7,-2.0,-2.58
Pedro Nájera Pacheco,Mexico,69.7,-2.0,-2.58
Héctor Hernández García,Mexico,69.7,-2.0,-2.58
Guillermo Sepúlveda Rodríguez,Mexico,69.7,-2.0,-2.58
José Villegas Tavares,Mexico,69.7,-2.0,-2.58
Antonio Félix Carbajal Rodríguez,Mexico,69.7,-2.0,-2.58
Salvador Reyes Monteón,Mexico,69.7,-2.0,-2.58
Antonio Jasso Alvarez,Mexico,69.7,-2.0,-2.58
Raul Cardenas,Mexico,69.7,-2.0,-2.58
José de Jesús Del Muro Lopez,Mexico,69.7,-2.0,-2.58
Mario Bertini,Italy,138.8,-4.0,-2.59
Timo Hübers,FC Köln,173.2,-5.0,-2.60
Marvin Schwäbe,FC Köln,173.2,-5.0,-2.60
Julian Chabot,FC Köln,173.2,-5.0,-2.60
Dejan Ljubicic,FC Köln,173.2,-5.0,-2.60
Gabriel Appelt Pires,Leganés,346.2,-10.0,-2.60
Rasmus Carstensen,FC Köln,173.0,-5.0,-2.60
Christopher Trimmel,Austria,103.6,-3.0,-2.61
Juan Daniel Forlín,Espanyol,414.4,-12.0,-2.61
Francesc Arnau,Málaga,172.5,-5.0,-2.61
Alexander Farnerud,Torino,69.0,-2.0,-2.61
Jon Aurtenetxe Borde,Athletic Club,482.3,-14.0,-2.61
Luis Jesús Rioja González,Deportivo Alavés,172.3,-5.0,-2.61
Marius Bülter,Hoffenheim,103.3,-3.0,-2.61
Francisco Jesús Pérez Malia,Xerez,516.4,-15.0,-2.61
Alonso Coello Camarero,Toronto FC,68.6,-2.0,-2.62
Deandre Kerr,Toronto FC,68.5,-2.0,-2.63
Douglas Luiz Soares de Paulo,Girona,137.0,-4.0,-2.63
Raoul Petretta,Toronto FC,68.4,-2.0,-2.63
Edgar Patricio De Carvalho Pacheco,Málaga,136.6,-4.0,-2.64
Aitor Tornavaca Fernández,Recreativo Huelva,273.1,-8.0,-2.64
Josu Sarriegi Zumárraga,Deportivo Alavés,238.8,-7.0,-2.64
Ibrahima Niane,Angers,68.1,-2.0,-2.64
Anthony Daniel Contreras Enríquez,Costa Rica,136.1,-4.0,-2.65
Rafael Sastre Reus,Sporting Gijón,237.9,-7.0,-2.65
Florian Grégoire Claude Lejeune,Eibar,339.8,-10.0,-2.65
Ousmane Camara,Angers,67.9,-2.0,-2.65
Alberto Marcos Rey,Real Valladolid,338.5,-10.0,-2.66
Juan José Narváez Solarte,Real Betis,67.6,-2.0,-2.66
Ander Murillo García,Athletic Club,135.1,-4.0,-2.66
Javier Del Pino González,CD Numancia de Soria,101.3,-3.0,-2.66
Ryan Fraser,Scotland,33.8,-1.0,-2.67
Daniel Van Buyten,Bayern Munich,101.1,-3.0,-2.67
Sereso Geoffroy Gonzaroua Dié,VfB Stuttgart,67.2,-2.0,-2.68
Esteban Rolón,Málaga,67.2,-2.0,-2.68
Renan Brito Soares,Valencia,268.4,-8.0,-2.68
Hugo Rodriguez,Stade de Reims,167.8,-5.0,-2.68
Mark Pembridge,Everton,66.9,-2.0,-2.69
Rubén Martín Pulido,Getafe,266.9,-8.0,-2.70
Mogammat Nasief Morris,Recreativo Huelva,233.3,-7.0,-2.70
Alejandro Granell Nogué,Girona,233.3,-7.0,-2.70
Marc Bertrán Vilanova,Osasuna,399.1,-12.0,-2.71
Íñigo Díaz de Cerio Conejero,Real Sociedad,33.3,-1.0,-2.71
Álvaro Giménez Candela,Mallorca,232.6,-7.0,-2.71
Fabio Coltorti,Racing Santander,166.1,-5.0,-2.71
Darius Vassell,Aston Villa,33.2,-1.0,-2.71
Pablo Gabriel García Pérez,Real Madrid,66.4,-2.0,-2.71
Alberto Aquilani,Las Palmas,99.5,-3.0,-2.71
Wes Harding,Jamaica,66.3,-2.0,-2.72
Maximilian Eggestein,Freiburg,66.3,-2.0,-2.72
Edmund Lalrindika,Bengaluru,99.1,-3.0,-2.72
Diogo Filipe Monteiro Pinto Leite,Union Berlin,164.5,-5.0,-2.74
Frederik Rønnow,Union Berlin,164.5,-5.0,-2.74
Álvaro Daniel Pereira Barragán,Getafe,394.5,-12.0,-2.74
Lalhmangaihsanga Ralte,Goa,98.6,-3.0,-2.74
Pablo Ínsua Blanco,RC Deportivo La Coruña,328.5,-10.0,-2.74
Lee Naylor,Wolverhampton Wanderers,164.2,-5.0,-2.74
Mark Kennedy,Wolverhampton Wanderers,164.2,-5.0,-2.74
Alex Rae,Wolverhampton Wanderers,164.2,-5.0,-2.74
Paul Butler,Wolverhampton Wanderers,164.2,-5.0,-2.74
Colin Cameron,Wolverhampton Wanderers,164.2,-5.0,-2.74
Jody Craddock,Wolverhampton Wanderers,164.2,-5.0,-2.74
Julián Speroni,Crystal Palace,164.0,-5.0,-2.74
Savo Milošević,Osasuna,65.6,-2.0,-2.74
Jean Mota Oliveira de Sousa,Inter Miami,32.8,-1.0,-2.75
Roberto Fernández Alvarellos,Osasuna,261.6,-8.0,-2.75
Joan Oriol i Gràcia,Villarreal,163.4,-5.0,-2.75
Juan Pedro Ramírez López,Girona,326.5,-10.0,-2.76
Petrus Shitembi,Namibia,130.6,-4.0,-2.76
Manuel Pablo García Díaz,RC Deportivo La Coruña,652.4,-20.0,-2.76
Jesús Fernández Collado,Levante UD,162.8,-5.0,-2.76
Giacinto Facchetti,Italy,162.7,-5.0,-2.77
Tarcisio Burgnich,Italy,162.7,-5.0,-2.77
Sandro Mazzola,Italy,162.7,-5.0,-2.77
Jesús Vallejo Lázaro,Granada,32.5,-1.0,-2.77
Antonio Núñez Tena,Celta Vigo,65.0,-2.0,-2.77
Mario Götze,Bayern Munich,194.9,-6.0,-2.77
Aitor López Rekarte,Real Sociedad,64.9,-2.0,-2.77
Emre Çolak,RC Deportivo La Coruña,227.0,-7.0,-2.78
Unai Expósito Medina,Athletic Club,227.0,-7.0,-2.78
Gerrit Holtmann,Darmstadt 98,64.8,-2.0,-2.78
Iván Díaz Ruiz,Albacete,32.4,-1.0,-2.78
Diego Rico Salguero,Leganés,258.3,-8.0,-2.79
Deepak Devrani,Chennaiyin,355.1,-11.0,-2.79
Victoriano Rivas Álvaro,Getafe,258.1,-8.0,-2.79
Jonathan Sundy Zongo,Almería,193.3,-6.0,-2.79
Jürgen Pommerenke,German DR,64.4,-2.0,-2.80
Rüdiger Schnuphase,German DR,64.4,-2.0,-2.80
Jorge Gonzalez Diaz,Getafe,64.3,-2.0,-2.80
Peter Reid,England,64.3,-2.0,-2.80
Yohan Benalouane,Leicester City,96.3,-3.0,-2.81
Christoph Zimmermann,Darmstadt 98,160.3,-5.0,-2.81
Alidu Seidu,Clermont Foot,448.2,-14.0,-2.81
Salvador Ballesta Vialcho,Málaga,224.0,-7.0,-2.81
Danny Latza,FSV Mainz 05,32.0,-1.0,-2.82
Kalu Uche,Almería,255.5,-8.0,-2.82
Houssem Aouar,Lyon,95.8,-3.0,-2.82
Mohamed El Yaagoubi,Osasuna,95.6,-3.0,-2.82
Diego Rivas Gutiérrez,Getafe,350.6,-11.0,-2.82
Marcos Sebastián Aguirre,Real Valladolid,95.5,-3.0,-2.83
Mudathiri Yahya,Tanzania,63.7,-2.0,-2.83
Antonio Tomás González,Racing Santander,413.3,-13.0,-2.83
Alfa Semedo Esteves,Espanyol,190.7,-6.0,-2.83
Carmelo Algarañaz Añez,Bolivia,190.4,-6.0,-2.84
Fernando Javier Saucedo Pereyra,Bolivia,95.1,-3.0,-2.84
Gergő Lovrencsics,Hungary,95.0,-3.0,-2.84
José Manuel Fontán Mondragón,Celta Vigo,31.7,-1.0,-2.84
Óscar Javier González Marcos,Real Zaragoza,221.7,-7.0,-2.84
Borja Fernández Fernández,Celta Vigo,126.7,-4.0,-2.84
Mamadou Sylla Diallo,Espanyol,284.6,-9.0,-2.85
Oliver Zandén,Toulouse,63.2,-2.0,-2.85
Michele Camporese,Empoli,158.0,-5.0,-2.85
Alejandro Alfaro Ligero,Sevilla,221.0,-7.0,-2.85
Josep Señé Escudero,Celta Vigo,378.8,-12.0,-2.85
René Orlando Houseman,Argentina,63.1,-2.0,-2.85
Sheraldo Becker,Union Berlin,63.1,-2.0,-2.85
Angel Gomes,Lille,189.1,-6.0,-2.86
Bruno Miranda Villagomez,Bolivia,94.4,-3.0,-2.86
César Arzo Amposta,Recreativo Huelva,188.7,-6.0,-2.86
Alexandros Tziolis,Racing Santander,62.9,-2.0,-2.86
Salvador Sevilla López,Real Betis,943.3,-30.0,-2.86
Matej Maglica,Darmstadt 98,94.2,-3.0,-2.87
Alejandro Gálvez Jimena,Rayo Vallecano,439.7,-14.0,-2.87
Marvin Mehlem,Darmstadt 98,94.0,-3.0,-2.87
Eric Martel,FC Köln,156.7,-5.0,-2.87
David García Cubillo,Getafe,62.7,-2.0,-2.87
Héctor Manuel Cuellar Rosales,Bolivia,219.2,-7.0,-2.87
Ernest Appiah Nuamah,Ghana,31.3,-1.0,-2.88
Joaquín Fernández Moreno,Real Valladolid,281.7,-9.0,-2.88
Paulo André Rodrigues de Oliveira,Eibar,250.3,-8.0,-2.88
Niels Nkounkou,Eintracht Frankfurt,156.0,-5.0,-2.88
Timothy Chandler,Eintracht Frankfurt,155.8,-5.0,-2.89
Henning Berg,Manchester United,62.3,-2.0,-2.89
José Carlos Fernández Vázquez,Sevilla,217.7,-7.0,-2.89
David Beckham,Manchester United,155.5,-5.0,-2.89
Arturo García Muñoz,Real Betis,186.5,-6.0,-2.89
Carlos Manuel Morete Markov,Las Palmas,62.2,-2.0,-2.90
Jorge Fernández Armas,Las Palmas,62.2,-2.0,-2.90
Manuel Afonso Mederos,Las Palmas,62.2,-2.0,-2.90
Guillermo Hernández Robaina,Las Palmas,62.2,-2.0,-2.90
Félix Marrero Morán,Las Palmas,62.2,-2.0,-2.90
Juan Felipe Martín Martín,Las Palmas,62.2,-2.0,-2.90
Roque Díaz Fuentes,Las Palmas,62.2,-2.0,-2.90
Crispín García Maciel,Las Palmas,62.2,-2.0,-2.90
Francisco José Maldonado Collantes,Sporting Gijón,62.1,-2.0,-2.90
Maurizio Lanzaro,Real Zaragoza,278.4,-9.0,-2.91
Philippe Desmet,Belgium,30.9,-1.0,-2.91
Fali Candé,Metz,277.9,-9.0,-2.91
Álvaro José Zamora Mata,Costa Rica,185.2,-6.0,-2.92
Sofian Chakla,Getafe,92.5,-3.0,-2.92
Juan Antonio Iglesias Sánchez,Getafe,92.5,-3.0,-2.92
Takefusa Kubo,Mallorca,369.8,-12.0,-2.92
Marko Babić,Real Betis,92.4,-3.0,-2.92
Hugo Mariano Pavone,Real Betis,61.6,-2.0,-2.92
Robert Bauer,Ingolstadt,61.5,-2.0,-2.93
Cheick Doukouré,Levante UD,92.3,-3.0,-2.93
Héctor Sánchez Cabrera,Tenerife,92.2,-3.0,-2.93
Manuel Martínez Lara,Tenerife,92.2,-3.0,-2.93
